Sample Number,DateTime GMT,Latitude,Longitude,Altitude_mASL,NumSats,GPSLevel,RC Connected,Fix,OffsetSeconds,DateTime UTC,OsdGeneralData:Yaw,OsdGeneralData:Pitch,OsdGeneralData:Roll,MrController:MotorState,MrController:TempLevel
229524659,2025-12-10 09:42:49,21.0393662,105.8055435,25.882,5,5,false,3D,50,2025-12-10T09:42:49Z,-577,48,-73,<nil>,<nil>
229538255,2025-12-10 09:42:49,21.0393662,105.8055435,25.882,5,5,false,3D,50,2025-12-10T09:42:49Z,-577,48,-73,<nil>,<nil>
229542398,2025-12-10 09:42:49,21.0393634,105.805545,25.847,6,5,false,3D,50,2025-12-10T09:42:49Z,-577,48,-73,<nil>,<nil>
230154670,2025-12-10 09:42:49,21.0393634,105.805545,25.847,6,5,false,3D,50,2025-12-10T09:42:49Z,-577,48,-73,<nil>,<nil>
230168146,2025-12-10 09:42:49,21.0393634,105.805545,25.847,6,5,false,3D,50,2025-12-10T09:42:49Z,-577,48,-73,<nil>,<nil>
230236487,2025-12-10 09:42:49,21.0393634,105.805545,25.847,6,5,false,3D,50,2025-12-10T09:42:49Z,-577,48,-73,<nil>,<nil>
230268295,2025-12-10 09:42:49,21.0393634,105.805545,25.847,6,5,false,3D,50,2025-12-10T09:42:49Z,-577,48,-73,<nil>,<nil>
230326477,2025-12-10 09:42:49,21.0393634,105.805545,25.847,6,5,false,3D,50,2025-12-10T09:42:49Z,-577,48,-73,<nil>,<nil>
230335463,2025-12-10 09:42:49,21.0393634,105.805545,25.847,6,6,false,3D,50,2025-12-10T09:42:49Z,-503,-70,-68,<nil>,<nil>
230356946,2025-12-10 09:42:49,21.0393634,105.805545,25.847,6,6,false,3D,50,2025-12-10T09:42:49Z,-503,-70,-68,<nil>,<nil>
230424869,2025-12-10 09:42:49,21.0393634,105.805545,25.847,6,6,false,3D,50,2025-12-10T09:42:49Z,-503,-70,-68,<nil>,<nil>
230438407,2025-12-10 09:42:49,21.0393634,105.805545,25.847,6,6,false,3D,50,2025-12-10T09:42:49Z,-503,-70,-68,<nil>,<nil>
230442351,2025-12-10 09:42:49,21.0393636,105.8055436,25.707,6,6,false,3D,50,2025-12-10T09:42:49Z,-503,-70,-68,<nil>,<nil>
230956476,2025-12-10 09:42:50,21.0393636,105.8055436,25.707,6,6,false,3D,51,2025-12-10T09:42:50Z,-503,-70,-68,<nil>,<nil>
230978774,2025-12-10 09:42:50,21.0393636,105.8055436,25.707,6,6,false,3D,51,2025-12-10T09:42:50Z,-503,-70,-68,<nil>,<nil>
231054786,2025-12-10 09:42:50,21.0393636,105.8055436,25.707,6,6,false,3D,51,2025-12-10T09:42:50Z,-503,-70,-68,<nil>,<nil>
231068148,2025-12-10 09:42:50,21.0393636,105.8055436,25.707,6,6,false,3D,51,2025-12-10T09:42:50Z,-503,-70,-68,<nil>,<nil>
231145642,2025-12-10 09:42:50,21.0393636,105.8055436,25.707,6,6,false,3D,51,2025-12-10T09:42:50Z,-503,-70,-68,<nil>,<nil>
231167312,2025-12-10 09:42:50,21.0393636,105.8055436,25.707,6,6,false,3D,51,2025-12-10T09:42:50Z,-503,-70,-68,<nil>,<nil>
231226486,2025-12-10 09:42:50,21.0393636,105.8055436,25.707,6,6,false,3D,51,2025-12-10T09:42:50Z,-503,-70,-68,<nil>,<nil>
231235939,2025-12-10 09:42:50,21.0393636,105.8055436,25.707,6,6,false,3D,51,2025-12-10T09:42:50Z,-522,-19,-139,<nil>,<nil>
231256945,2025-12-10 09:42:50,21.0393636,105.8055436,25.707,6,6,false,3D,51,2025-12-10T09:42:50Z,-522,-19,-139,<nil>,<nil>
231954563,2025-12-10 09:42:50,21.0393636,105.8055436,25.707,6,6,false,3D,51,2025-12-10T09:42:50Z,-522,-19,-139,<nil>,<nil>
231968394,2025-12-10 09:42:50,21.0393636,105.8055436,25.707,6,6,false,3D,51,2025-12-10T09:42:50Z,-522,-19,-139,<nil>,<nil>
232036282,2025-12-10 09:42:50,21.0393636,105.8055436,25.707,6,6,false,3D,51,2025-12-10T09:42:50Z,-522,-19,-139,<nil>,<nil>
232067109,2025-12-10 09:42:50,21.0393636,105.8055436,25.707,6,6,false,3D,51,2025-12-10T09:42:50Z,-522,-19,-139,<nil>,<nil>
232126299,2025-12-10 09:42:50,21.0393636,105.8055436,25.707,6,6,false,3D,51,2025-12-10T09:42:50Z,-522,-19,-139,<nil>,<nil>
232135251,2025-12-10 09:42:50,21.0393636,105.8055436,25.707,6,6,false,3D,51,2025-12-10T09:42:50Z,-548,20,-171,<nil>,<nil>
232148896,2025-12-10 09:42:50,21.0393636,105.8055436,25.707,6,6,false,3D,51,2025-12-10T09:42:50Z,-548,20,-171,<nil>,<nil>
232224635,2025-12-10 09:42:50,21.0393636,105.8055436,25.707,6,6,false,3D,51,2025-12-10T09:42:50Z,-548,20,-171,<nil>,<nil>
232238287,2025-12-10 09:42:50,21.0393636,105.8055436,25.707,6,6,false,3D,51,2025-12-10T09:42:50Z,-548,20,-171,<nil>,<nil>
232242420,2025-12-10 09:42:50,21.0393602,105.8055435,25.438,6,6,false,3D,51,2025-12-10T09:42:50Z,-548,20,-171,<nil>,<nil>
232315099,2025-12-10 09:42:50,21.0393602,105.8055435,25.438,6,6,false,3D,51,2025-12-10T09:42:50Z,-548,20,-171,<nil>,<nil>
232338891,2025-12-10 09:42:50,21.0393602,105.8055435,25.438,6,6,false,3D,51,2025-12-10T09:42:50Z,-548,20,-171,<nil>,<nil>
232855427,2025-12-10 09:42:50,21.0393602,105.8055435,25.438,6,6,false,3D,51,2025-12-10T09:42:50Z,-548,20,-171,<nil>,<nil>
232868715,2025-12-10 09:42:50,21.0393602,105.8055435,25.438,6,6,false,3D,51,2025-12-10T09:42:50Z,-548,20,-171,<nil>,<nil>
232936284,2025-12-10 09:42:50,21.0393602,105.8055435,25.438,6,6,false,3D,51,2025-12-10T09:42:50Z,-548,20,-171,<nil>,<nil>
232958626,2025-12-10 09:42:50,21.0393602,105.8055435,25.438,6,6,false,3D,51,2025-12-10T09:42:50Z,-548,20,-171,<nil>,<nil>
233026476,2025-12-10 09:42:50,21.0393602,105.8055435,25.438,6,6,false,3D,51,2025-12-10T09:42:50Z,-548,20,-171,<nil>,<nil>
233035276,2025-12-10 09:42:50,21.0393602,105.8055435,25.438,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233035486,2025-12-10 09:42:50,21.0393602,105.8055435,25.438,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233056697,2025-12-10 09:42:50,21.0393602,105.8055435,25.438,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233116334,2025-12-10 09:42:50,21.0393602,105.8055435,25.438,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233119846,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233305110,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233327730,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233335306,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233386425,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233408205,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233476305,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233498837,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233506685,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233575265,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233588439,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233754562,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233768006,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233845685,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233868158,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233926330,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-685,87,-183,<nil>,<nil>
233935303,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-1020,135,-159,<nil>,<nil>
233948771,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-1020,135,-159,<nil>,<nil>
234016404,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-1020,135,-159,<nil>,<nil>
234466454,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-1020,135,-159,<nil>,<nil>
234488071,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-1020,135,-159,<nil>,<nil>
234564774,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-1020,135,-159,<nil>,<nil>
234587737,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-1020,135,-159,<nil>,<nil>
234654874,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-1020,135,-159,<nil>,<nil>
234736444,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-1020,135,-159,<nil>,<nil>
234768199,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-1020,135,-159,<nil>,<nil>
234835219,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-1020,135,-159,<nil>,<nil>
234835656,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-1299,76,-209,<nil>,<nil>
234856912,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-1299,76,-209,<nil>,<nil>
234924738,2025-12-10 09:42:50,21.0393594,105.8055422,25.317,6,6,false,3D,51,2025-12-10T09:42:50Z,-1299,76,-209,<nil>,<nil>
234932378,2025-12-10 09:42:50,21.039346,105.8055486,25.423,6,6,false,3D,51,2025-12-10T09:42:50Z,-1299,76,-209,<nil>,<nil>
234938820,2025-12-10 09:42:50,21.039346,105.8055486,25.423,6,6,false,3D,51,2025-12-10T09:42:50Z,-1299,76,-209,<nil>,<nil>
235029018,2025-12-10 09:42:50,21.039346,105.8055486,25.423,6,6,false,3D,51,2025-12-10T09:42:50Z,-1299,76,-209,<nil>,<nil>
235196640,2025-12-10 09:42:50,21.039346,105.8055486,25.423,6,6,false,3D,51,2025-12-10T09:42:50Z,-1299,76,-209,<nil>,<nil>
235196930,2025-12-10 09:42:50,21.039346,105.8055486,25.423,6,6,false,3D,51,2025-12-10T09:42:50Z,-1299,76,-209,<nil>,<nil>
235218494,2025-12-10 09:42:50,21.039346,105.8055486,25.423,6,6,false,3D,51,2025-12-10T09:42:50Z,-1299,76,-209,<nil>,<nil>
235286360,2025-12-10 09:42:50,21.039346,105.8055486,25.423,6,6,false,3D,51,2025-12-10T09:42:50Z,-1299,76,-209,<nil>,<nil>
235286677,2025-12-10 09:42:50,21.039346,105.8055486,25.423,6,6,false,3D,51,2025-12-10T09:42:50Z,-1370,22,-262,<nil>,<nil>
235286819,2025-12-10 09:42:50,21.039346,105.8055486,25.423,6,6,false,3D,51,2025-12-10T09:42:50Z,-1370,22,-262,<nil>,<nil>
235286882,2025-12-10 09:42:50,21.039346,105.8055486,25.423,6,6,false,3D,51,2025-12-10T09:42:50Z,-1370,22,-262,<nil>,<nil>
235308247,2025-12-10 09:42:50,21.039346,105.8055486,25.423,6,6,false,3D,51,2025-12-10T09:42:50Z,-1370,22,-262,<nil>,<nil>
235366370,2025-12-10 09:42:51,21.039346,105.8055486,25.423,6,6,false,3D,52,2025-12-10T09:42:51Z,-1370,22,-262,<nil>,<nil>
235397627,2025-12-10 09:42:51,21.039346,105.8055486,25.423,6,6,false,3D,52,2025-12-10T09:42:51Z,-1370,22,-262,<nil>,<nil>
235636438,2025-12-10 09:42:51,21.039346,105.8055486,25.423,6,6,false,3D,52,2025-12-10T09:42:51Z,-1370,22,-262,<nil>,<nil>
235658959,2025-12-10 09:42:51,21.039346,105.8055486,25.423,6,6,false,3D,52,2025-12-10T09:42:51Z,-1370,22,-262,<nil>,<nil>
235735429,2025-12-10 09:42:51,21.039346,105.8055486,25.423,6,6,false,3D,52,2025-12-10T09:42:51Z,-1370,22,-262,<nil>,<nil>
235735829,2025-12-10 09:42:51,21.039346,105.8055486,25.423,6,6,false,3D,52,2025-12-10T09:42:51Z,-1462,38,-280,<nil>,<nil>
235756940,2025-12-10 09:42:51,21.039346,105.8055486,25.423,6,6,false,3D,52,2025-12-10T09:42:51Z,-1462,38,-280,<nil>,<nil>
235816501,2025-12-10 09:42:51,21.039346,105.8055486,25.423,6,6,false,3D,52,2025-12-10T09:42:51Z,-1462,38,-280,<nil>,<nil>
235832420,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1462,38,-280,<nil>,<nil>
235838770,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1462,38,-280,<nil>,<nil>
235916412,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1462,38,-280,<nil>,<nil>
235937909,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1462,38,-280,<nil>,<nil>
236005611,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1462,38,-280,<nil>,<nil>
236018985,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1462,38,-280,<nil>,<nil>
236086412,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1462,38,-280,<nil>,<nil>
236108199,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1462,38,-280,<nil>,<nil>
236176289,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1462,38,-280,<nil>,<nil>
236184937,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1573,38,-292,<nil>,<nil>
236185277,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1573,38,-292,<nil>,<nil>
236198840,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1573,38,-292,<nil>,<nil>
236274622,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1573,38,-292,<nil>,<nil>
236288179,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1573,38,-292,<nil>,<nil>
236356472,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1573,38,-292,<nil>,<nil>
236378731,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1573,38,-292,<nil>,<nil>
236454656,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1573,38,-292,<nil>,<nil>
236545523,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1573,38,-292,<nil>,<nil>
236566819,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1573,38,-292,<nil>,<nil>
236626293,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1573,38,-292,<nil>,<nil>
236635309,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
236656868,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
236716396,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
236738066,2025-12-10 09:42:51,21.0393428,105.8055495,25.515,6,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
236742412,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
236814781,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
236828357,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
236904547,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
237166390,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
237187801,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
237264762,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
237287070,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
237287239,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
237287392,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
237287718,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
237287940,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
237354628,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
237436422,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
237714909,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
237804719,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
237895093,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
237976320,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,6,false,3D,52,2025-12-10T09:42:51Z,-1651,10,-279,<nil>,<nil>
237984921,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,7,false,3D,52,2025-12-10T09:42:51Z,1760,-40,-201,<nil>,<nil>
237985258,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,7,false,3D,52,2025-12-10T09:42:51Z,1760,-40,-201,<nil>,<nil>
238074610,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,7,false,3D,52,2025-12-10T09:42:51Z,1760,-40,-201,<nil>,<nil>
238164855,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,7,false,3D,52,2025-12-10T09:42:51Z,1760,-40,-201,<nil>,<nil>
238254885,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,7,false,3D,52,2025-12-10T09:42:51Z,1760,-40,-201,<nil>,<nil>
238516445,2025-12-10 09:42:51,21.0393405,105.8055493,25.535,7,7,false,3D,52,2025-12-10T09:42:51Z,1760,-40,-201,<nil>,<nil>
238532388,2025-12-10 09:42:51,21.0393385,105.8055525,25.288,7,7,false,3D,52,2025-12-10T09:42:51Z,1760,-40,-201,<nil>,<nil>
238606376,2025-12-10 09:42:51,21.0393385,105.8055525,25.288,7,7,false,3D,52,2025-12-10T09:42:51Z,1760,-40,-201,<nil>,<nil>
238794861,2025-12-10 09:42:51,21.0393385,105.8055525,25.288,7,7,false,3D,52,2025-12-10T09:42:51Z,1760,-40,-201,<nil>,<nil>
239245616,2025-12-10 09:42:51,21.0393385,105.8055525,25.288,7,7,false,3D,52,2025-12-10T09:42:51Z,1760,-40,-201,<nil>,<nil>
239334794,2025-12-10 09:42:51,21.0393385,105.8055525,25.288,7,7,false,3D,52,2025-12-10T09:42:51Z,1760,-40,-201,<nil>,<nil>
239335257,2025-12-10 09:42:51,21.0393385,105.8055525,25.288,7,7,false,3D,52,2025-12-10T09:42:51Z,1772,-43,-131,<nil>,<nil>
239425248,2025-12-10 09:42:51,21.0393385,105.8055525,25.288,7,7,false,3D,52,2025-12-10T09:42:51Z,1772,-43,-131,<nil>,<nil>
239432382,2025-12-10 09:42:51,21.0393379,105.8055542,25.274,7,7,false,3D,52,2025-12-10T09:42:51Z,1772,-43,-131,<nil>,<nil>
239956430,2025-12-10 09:42:52,21.0393379,105.8055542,25.274,7,7,false,3D,53,2025-12-10T09:42:52Z,1772,-43,-131,<nil>,<nil>
240136478,2025-12-10 09:42:52,21.0393379,105.8055542,25.274,7,7,false,3D,53,2025-12-10T09:42:52Z,1772,-43,-131,<nil>,<nil>
240324827,2025-12-10 09:42:52,21.0393379,105.8055542,25.274,7,7,false,3D,53,2025-12-10T09:42:52Z,1772,-43,-131,<nil>,<nil>
240332410,2025-12-10 09:42:52,21.0393381,105.8055557,25.237,7,7,false,3D,53,2025-12-10T09:42:52Z,1772,-43,-131,<nil>,<nil>
240406461,2025-12-10 09:42:52,21.0393381,105.8055557,25.237,7,7,false,3D,53,2025-12-10T09:42:52Z,1772,-43,-131,<nil>,<nil>
240504911,2025-12-10 09:42:52,21.0393381,105.8055557,25.237,7,7,false,3D,53,2025-12-10T09:42:52Z,1772,-43,-131,<nil>,<nil>
240766410,2025-12-10 09:42:52,21.0393381,105.8055557,25.237,7,7,false,3D,53,2025-12-10T09:42:52Z,1772,-43,-131,<nil>,<nil>
240856432,2025-12-10 09:42:52,21.0393381,105.8055557,25.237,7,7,false,3D,53,2025-12-10T09:42:52Z,1772,-43,-131,<nil>,<nil>
240888844,2025-12-10 09:42:52,21.0393381,105.8055557,25.237,7,7,false,3D,53,2025-12-10T09:42:52Z,1772,-43,-131,<nil>,<nil>
240889129,2025-12-10 09:42:52,21.0393381,105.8055557,25.237,7,7,false,3D,53,2025-12-10T09:42:52Z,1772,-43,-131,<nil>,<nil>
240954686,2025-12-10 09:42:52,21.0393381,105.8055557,25.237,7,7,false,3D,53,2025-12-10T09:42:52Z,1772,-43,-131,<nil>,<nil>
241126500,2025-12-10 09:42:52,21.0393381,105.8055557,25.237,7,7,false,3D,53,2025-12-10T09:42:52Z,1772,-43,-131,<nil>,<nil>
241135208,2025-12-10 09:42:52,21.0393381,105.8055557,25.237,7,7,false,3D,53,2025-12-10T09:42:52Z,1786,0,-151,<nil>,<nil>
241148806,2025-12-10 09:42:52,21.0393381,105.8055557,25.237,7,7,false,3D,53,2025-12-10T09:42:52Z,1786,0,-151,<nil>,<nil>
241216503,2025-12-10 09:42:52,21.0393381,105.8055557,25.237,7,7,false,3D,53,2025-12-10T09:42:52Z,1786,0,-151,<nil>,<nil>
241232394,2025-12-10 09:42:52,21.0393394,105.8055572,25.065,7,7,false,3D,53,2025-12-10T09:42:52Z,1786,0,-151,<nil>,<nil>
241404880,2025-12-10 09:42:52,21.0393394,105.8055572,25.065,7,7,false,3D,53,2025-12-10T09:42:52Z,1786,0,-151,<nil>,<nil>
241846436,2025-12-10 09:42:52,21.0393394,105.8055572,25.065,7,7,false,3D,53,2025-12-10T09:42:52Z,1786,0,-151,<nil>,<nil>
242034897,2025-12-10 09:42:52,21.0393394,105.8055572,25.065,7,7,false,3D,53,2025-12-10T09:42:52Z,1786,0,-151,<nil>,<nil>
242035423,2025-12-10 09:42:52,21.0393394,105.8055572,25.065,7,7,false,3D,53,2025-12-10T09:42:52Z,1735,-49,-76,<nil>,<nil>
242035627,2025-12-10 09:42:52,21.0393394,105.8055572,25.065,7,7,false,3D,53,2025-12-10T09:42:52Z,1735,-49,-76,<nil>,<nil>
242304781,2025-12-10 09:42:52,21.0393394,105.8055572,25.065,7,7,false,3D,53,2025-12-10T09:42:52Z,1735,-49,-76,<nil>,<nil>
242386420,2025-12-10 09:42:52,21.0393394,105.8055572,25.065,7,7,false,3D,53,2025-12-10T09:42:52Z,1735,-49,-76,<nil>,<nil>
242484939,2025-12-10 09:42:52,21.0393394,105.8055572,25.065,7,7,false,3D,53,2025-12-10T09:42:52Z,1735,-49,-76,<nil>,<nil>
242485468,2025-12-10 09:42:52,21.0393394,105.8055572,25.065,7,5,false,3D,53,2025-12-10T09:42:52Z,1696,-105,-28,<nil>,<nil>
242485671,2025-12-10 09:42:52,21.0393394,105.8055572,25.065,7,5,false,3D,53,2025-12-10T09:42:52Z,1696,-105,-28,<nil>,<nil>
242665816,2025-12-10 09:42:52,21.0393394,105.8055572,25.065,7,5,false,3D,53,2025-12-10T09:42:52Z,1696,-105,-28,<nil>,<nil>
242754902,2025-12-10 09:42:52,21.0393394,105.8055572,25.065,7,5,false,3D,53,2025-12-10T09:42:52Z,1696,-105,-28,<nil>,<nil>
242836396,2025-12-10 09:42:52,21.0393394,105.8055572,25.065,7,5,false,3D,53,2025-12-10T09:42:52Z,1696,-105,-28,<nil>,<nil>
242926449,2025-12-10 09:42:52,21.0393394,105.8055572,25.065,7,5,false,3D,53,2025-12-10T09:42:52Z,1696,-105,-28,<nil>,<nil>
