Sample Number,DateTime GMT,Latitude,Longitude,Altitude_mASL,NumSats,GPSLevel,RC Connected,Fix,OffsetSeconds,DateTime UTC,RecordType,TickNo,DateRaw,TimeRaw,hDOP,pDOP,hAcc,sAcc,VelN_mps,VelE_mps,VelD_mps,Source
85306145,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,142176,<nil>,20301,85306145,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
85427707,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,142379,<nil>,20301,85427707,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
85801050,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,143001,<nil>,20312,85801050,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
85902099,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,143170,<nil>,20300,85902099,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
86028219,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,143380,<nil>,20312,86028219,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
86343645,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,143906,<nil>,20313,86343645,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
86440402,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,144067,<nil>,20313,86440402,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
86554601,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,144257,<nil>,20300,86554601,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
87054268,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,145090,<nil>,20312,87054268,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
87149153,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,145248,<nil>,20313,87149153,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
87279214,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,145465,<nil>,20312,87279214,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
87618844,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,146031,<nil>,20300,87618844,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
87720095,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,146200,<nil>,20300,87720095,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
87843858,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,146406,<nil>,20300,87843858,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
88071461,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,146785,<nil>,20301,88071461,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
88199670,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,146999,<nil>,20301,88199670,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
88312671,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,147187,<nil>,20003,88312671,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
88416798,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,147361,<nil>,20351,88416798,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
88673428,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,147789,<nil>,1000,88673428,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
88766358,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,147943,<nil>,20300,88766358,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
88879202,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,148132,<nil>,20301,88879202,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
89212734,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,148687,<nil>,1001,89212734,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
89320033,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,148866,<nil>,20312,89320033,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
89428132,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,149046,<nil>,20301,89428132,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
89623607,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,149372,<nil>,20300,89623607,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
89729854,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,149549,<nil>,20313,89729854,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
89846027,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,149743,<nil>,2089,89846027,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
90060103,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,150100,<nil>,20300,90060103,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
90184200,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,150307,<nil>,20301,90184200,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
90383451,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,150639,<nil>,52704,90383451,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
90482001,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,150803,<nil>,1712,90482001,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
90577599,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,150962,<nil>,20300,90577599,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
90825650,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,151376,<nil>,20313,90825650,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
90933108,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,151555,<nil>,20300,90933108,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
91048306,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,151747,<nil>,20313,91048306,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
91282552,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,152137,<nil>,20501,91282552,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
91375720,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,152292,<nil>,2088,91375720,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
91493496,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,152489,<nil>,20312,91493496,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
91783608,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,152972,<nil>,20300,91783608,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
91883142,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,153138,<nil>,20313,91883142,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
92002197,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,153336,<nil>,20301,92002197,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
92391105,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,153985,<nil>,20300,92391105,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
92499049,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,154165,<nil>,20300,92499049,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
92601560,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,154335,<nil>,20324,92601560,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
92724279,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,154540,<nil>,20312,92724279,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
93117814,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,155196,<nil>,20300,93117814,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
93212889,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,155354,<nil>,20313,93212889,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
93341045,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,155568,<nil>,20313,93341045,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
93606631,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,156011,<nil>,20313,93606631,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
93721213,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,156202,<nil>,20301,93721213,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
93820236,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,156367,<nil>,20301,93820236,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
94025103,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,156708,<nil>,2048,94025103,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
94142758,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,156904,<nil>,20324,94142758,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
94253059,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,157088,<nil>,12,94253059,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
94346339,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,157243,<nil>,20300,94346339,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
94468305,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,157447,<nil>,20313,94468305,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
94830100,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,158050,<nil>,20300,94830100,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
94933797,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,158222,<nil>,20312,94933797,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
95062618,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,158437,<nil>,1001,95062618,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
95253643,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,158756,<nil>,20313,95253643,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
95372716,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,158954,<nil>,20301,95372716,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
95735268,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,159558,<nil>,2064,95735268,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
95833787,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,159722,<nil>,20312,95833787,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
95935390,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,159892,<nil>,20313,95935390,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
96051051,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,160085,<nil>,10088,96051051,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
96426918,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,160711,<nil>,2257,96426918,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
96528863,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,160881,<nil>,20300,96528863,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
96680515,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,161134,<nil>,2208,96680515,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
96786747,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,161311,<nil>,20350,96786747,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
96913796,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,161522,<nil>,20312,96913796,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
97019507,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,161699,<nil>,20312,97019507,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
97124018,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,161873,<nil>,20325,97124018,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
97235536,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,162059,<nil>,20312,97235536,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
97658308,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,162763,<nil>,20300,97658308,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
97773288,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,162955,<nil>,20312,97773288,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
97874348,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,163123,<nil>,20300,97874348,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
97978135,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,163296,<nil>,20301,97978135,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
98097471,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,163495,<nil>,20301,98097471,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
98234724,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,163724,<nil>,20301,98234724,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
98345280,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,163908,<nil>,2048,98345280,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
98452949,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,164088,<nil>,20301,98452949,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
98635393,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,164392,<nil>,20313,98635393,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
98752912,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,164588,<nil>,1000,98752912,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
98954906,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,164924,<nil>,20313,98954906,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
99078047,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,165130,<nil>,20300,99078047,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
99204151,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,165340,<nil>,10090,99204151,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
99334957,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,165558,<nil>,20301,99334957,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
99438544,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,165730,<nil>,20313,99438544,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
99557533,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,165929,<nil>,20312,99557533,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
99800821,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,166334,<nil>,20313,99800821,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
99906107,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,166510,<nil>,20300,99906107,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
100021216,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,166702,<nil>,20301,100021216,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
100469614,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,167449,<nil>,52704,100469614,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
100566814,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,167611,<nil>,20351,100566814,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
100677967,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,167796,<nil>,20312,100677967,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
100992804,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,168321,<nil>,20300,100992804,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
101089786,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,168482,<nil>,20312,101089786,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
101204526,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,168674,<nil>,20312,101204526,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
101454093,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,169090,<nil>,20300,101454093,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
101555530,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,169259,<nil>,20312,101555530,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
101675783,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,169459,<nil>,10086,101675783,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
101795625,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,169659,<nil>,20011,101795625,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
101962781,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,169937,<nil>,20312,101962781,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
102073143,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,170121,<nil>,20301,102073143,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
102185908,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,170309,<nil>,20313,102185908,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
102300101,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,170500,<nil>,20300,102300101,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
102417367,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,170695,<nil>,2048,102417367,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
102669064,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,171115,<nil>,20300,102669064,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
102777386,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,171295,<nil>,2048,102777386,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
102889949,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,171483,<nil>,20301,102889949,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
103079158,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,171798,<nil>,20313,103079158,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
103202536,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,172004,<nil>,20312,103202536,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
103310484,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,172184,<nil>,20312,103310484,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
103413873,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,172356,<nil>,20300,103413873,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
103533039,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,172555,<nil>,1711,103533039,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
103648133,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,172746,<nil>,20301,103648133,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
103769849,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,172949,<nil>,20313,103769849,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
103882603,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,173137,<nil>,1000,103882603,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
104041881,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,173403,<nil>,20301,104041881,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
104160800,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,173601,<nil>,2267,104160800,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
104263053,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,173771,<nil>,2048,104263053,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
104414018,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,174023,<nil>,20325,104414018,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
104532103,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,174220,<nil>,20300,104532103,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
104631437,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,174385,<nil>,20301,104631437,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
104920280,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,174867,<nil>,20325,104920280,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
105027465,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,175045,<nil>,20301,105027465,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
105136643,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,175227,<nil>,2184,105136643,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
105247773,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,175412,<nil>,20312,105247773,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
105482802,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,175804,<nil>,20325,105482802,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
