Sample Number,DateTime GMT,Latitude,Longitude,Altitude_mASL,NumSats,GPSLevel,RC Connected,Fix,OffsetSeconds,DateTime UTC,RecordType,TickNo,DateRaw,TimeRaw,hDOP,pDOP,hAcc,sAcc,VelN_mps,VelE_mps,VelD_mps,Source
9915479,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,16525,<nil>,32768,9915479,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
19868044,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,33113,<nil>,20313,19868044,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
65642709,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,109404,<nil>,1712,65642709,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
65748852,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,109581,<nil>,20300,65748852,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
66394776,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,110657,<nil>,20312,66394776,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
66501552,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,110835,<nil>,20324,66501552,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
66624276,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,111040,<nil>,20312,66624276,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
67269850,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,112116,<nil>,20300,67269850,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
67375879,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,112293,<nil>,20301,67375879,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
67483790,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,112472,<nil>,20312,67483790,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
67633104,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,112721,<nil>,2048,67633104,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
67751347,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,112918,<nil>,20300,67751347,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
67855395,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,113092,<nil>,20313,67855395,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
67970343,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,113283,<nil>,2064,67970343,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
68072852,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,113454,<nil>,1711,68072852,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
68179202,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,113632,<nil>,20301,68179202,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
68290267,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,113817,<nil>,20325,68290267,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
68397277,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,113995,<nil>,20312,68397277,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
68512758,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,114187,<nil>,1001,68512758,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
68612585,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,114354,<nil>,1711,68612585,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
68707774,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,114512,<nil>,20312,68707774,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
68811477,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,114685,<nil>,20301,68811477,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
68917376,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,114862,<nil>,20313,68917376,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
69031547,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,115052,<nil>,20300,69031547,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
69133310,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,115222,<nil>,20313,69133310,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
69235983,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,115393,<nil>,2089,69235983,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
69328062,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,115546,<nil>,20341,69328062,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
69441106,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,115735,<nil>,20300,69441106,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
69547013,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,115911,<nil>,20312,69547013,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
69651580,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,116085,<nil>,20325,69651580,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
69752788,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,116254,<nil>,20325,69752788,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
69857355,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,116428,<nil>,20300,69857355,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
69974353,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,116623,<nil>,20300,69974353,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
70327238,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,117212,<nil>,20324,70327238,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
70431287,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,117385,<nil>,20312,70431287,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
70546301,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,117577,<nil>,20313,70546301,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
70649676,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,117749,<nil>,20301,70649676,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
70755280,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,117925,<nil>,20312,70755280,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
70861039,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,118101,<nil>,20312,70861039,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
70964530,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,118274,<nil>,20312,70964530,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
71075270,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,118458,<nil>,10086,71075270,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
71178045,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,118630,<nil>,20300,71178045,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
71279844,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,118799,<nil>,20313,71279844,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
71390696,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,118984,<nil>,202,71390696,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
71489527,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,119149,<nil>,2144,71489527,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
71578082,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,119296,<nil>,20341,71578082,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
71695711,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,119492,<nil>,20312,71695711,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
71794971,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,119658,<nil>,20301,71794971,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
71907098,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,119845,<nil>,20300,71907098,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
72006464,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,120010,<nil>,20301,72006464,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
72105643,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,120176,<nil>,20313,72105643,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
72206910,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,120344,<nil>,20313,72206910,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
72312631,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,120521,<nil>,20313,72312631,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
72425004,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,120708,<nil>,10086,72425004,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
72528214,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,120880,<nil>,20312,72528214,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
72632055,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,121053,<nil>,20313,72632055,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
72743136,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,121238,<nil>,1000,72743136,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
72845247,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,121408,<nil>,20800,72845247,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
72936958,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,121561,<nil>,20325,72936958,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
73047969,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,121746,<nil>,20312,73047969,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
73145144,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,121908,<nil>,20313,73145144,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
73259325,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,122098,<nil>,20300,73259325,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
73362972,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,122271,<nil>,20312,73362972,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
73455644,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,122426,<nil>,20313,73455644,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
73561401,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,122602,<nil>,20313,73561401,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
73666965,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,122778,<nil>,20301,73666965,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
73774605,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,122957,<nil>,20300,73774605,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
73878381,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,123130,<nil>,20301,73878381,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
73988313,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,123313,<nil>,20300,73988313,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
74087355,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,123478,<nil>,20300,74087355,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
74194674,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,123657,<nil>,20490,74194674,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
74289248,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,123815,<nil>,29,74289248,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
74389388,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,123982,<nil>,20313,74389388,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
74499381,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,124165,<nil>,20301,74499381,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
74611544,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,124352,<nil>,20300,74611544,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
74711050,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,124518,<nil>,20313,74711050,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
74812381,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,124687,<nil>,20313,74812381,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
74913637,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,124856,<nil>,20313,74913637,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
75017809,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,125029,<nil>,20324,75017809,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
75120099,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,125200,<nil>,20300,75120099,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
75224139,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,125373,<nil>,20313,75224139,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
75336293,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,125560,<nil>,20312,75336293,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
75439602,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,125732,<nil>,20300,75439602,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
75543283,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,125905,<nil>,20312,75543283,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
75646507,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,126077,<nil>,20900,75646507,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
75739383,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,126232,<nil>,20313,75739383,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
75847178,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,126411,<nil>,20301,75847178,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
75980865,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,126634,<nil>,2048,75980865,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
76070130,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,126783,<nil>,20313,76070130,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
76168062,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,126946,<nil>,20340,76168062,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
76294962,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,127158,<nil>,20301,76294962,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
76798079,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,127996,<nil>,20340,76798079,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
76907845,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,128179,<nil>,20325,76907845,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
77023965,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,128373,<nil>,20301,77023965,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
77672056,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,129453,<nil>,20313,77672056,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
77783441,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,129639,<nil>,52703,77783441,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
77882853,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,129804,<nil>,20005,77882853,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
77979852,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,129966,<nil>,20300,77979852,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
78081469,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,130135,<nil>,20301,78081469,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
78191527,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,130319,<nil>,20312,78191527,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
78310880,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,130518,<nil>,20301,78310880,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
79498604,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,132497,<nil>,20300,79498604,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
79618990,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,132698,<nil>,20324,79618990,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
79881293,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,133135,<nil>,20312,79881293,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
79987181,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,133311,<nil>,20301,79987181,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
80104206,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,133507,<nil>,20301,80104206,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
80556634,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,134261,<nil>,20313,80556634,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
80662382,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,134437,<nil>,20313,80662382,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
80778841,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,134631,<nil>,20300,80778841,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
80882887,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,134804,<nil>,20313,80882887,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
81791345,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,136318,<nil>,20300,81791345,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
81897296,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,136495,<nil>,20312,81897296,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
82010131,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,136683,<nil>,20313,82010131,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
82797106,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,137995,<nil>,20300,82797106,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
82898824,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,138164,<nil>,20313,82898824,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
83016894,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,138361,<nil>,20324,83016894,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
83382102,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,138970,<nil>,20300,83382102,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
83503607,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,139172,<nil>,20300,83503607,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
83728968,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,139548,<nil>,20301,83728968,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
83854958,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,139758,<nil>,20301,83854958,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
84079781,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,140132,<nil>,20312,84079781,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
84176349,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,140293,<nil>,20300,84176349,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
84304853,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,140508,<nil>,2048,84304853,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
84542360,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,140903,<nil>,1711,84542360,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
84636893,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,141061,<nil>,20351,84636893,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
84763603,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,141272,<nil>,20300,84763603,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
84905536,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,141509,<nil>,20312,84905536,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
85020100,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,141700,<nil>,20300,85020100,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
85207017,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,142011,<nil>,20312,85207017,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
